product_id,sku,name,url_key,brand,price,original_price,discount,discount_rate,rating,review_count,sold,thumbnail,seller_id,category_id
277172359,5818075251038,Nồi Cơm Điện Áp Suất Lòng Sứ Dưỡng Sinh Mishio MK396 dung tích 0.8L cho 1-2 người – Bí Quyết Cho Cơm Gạo Lứt - Hàng chính hãng,noi-com-dien-ap-suat-long-su-duong-sinh-mishio-mk396-dung-tich-0-8l-cho-1-2-nguoi-bi-quyet-cho-com-gao-lut-hang-chinh-hang-p277172359,Mishio,1971000,2190000,219000,10,0.0,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/33/a1/5c/b94666c3c759510039e6b427e2007ee5.jpg,160749,1882
276638970,1670314797795,Bếp Gas Khè Công Nghiệp Inox GDV 3 Lò Đốt - Hàng Chính Hãng,bep-gas-khe-cong-nghiep-inox-gdv-3-lo-dot-hang-chinh-hang-p276638970,GDV,1900000,1900000,0,0,0.0,0,2,https://salt.tikicdn.com/cache/280x280/ts/product/7d/47/71/1bc56ba4bc0d35f241cdc959fc13beed.jpg,11119,1882
276623528,6353757010732,LẨU ĐIỆN 3.5L SUNHOUSE SHD4528 - Hàng Chính Hãng,lau-dien-3-5l-sunhouse-shd4528-hang-chinh-hang-p276623528,Sunhouse,535000,535000,0,0,0.0,0,1,https://salt.tikicdn.com/cache/280x280/ts/product/e4/e4/f3/1e17d19b3b94527d9b37bc4013b67169.jpg,11119,1882
276448857,5668677021373,Bếp điện từ Smartcook ICS-3873 - Hàng chính hãng,bep-dien-tu-smartcook-ics-3873-p276448857,Elmich,961000,1290000,329000,26,5.0,1,5,https://salt.tikicdn.com/cache/280x280/ts/product/3f/33/c2/be7903de86e81799d0effde4a46048b7.png,1,1882
276235635,8704615874359,Máy xay thực phẩm đa năng Bear QSJ-E03B2 (CH-5H03P42) - Hàng chính hãng,may-xay-thuc-pham-da-nang-bear-qsj-e03b2-hang-chinh-hang-p276235635,Bear,369000,799000,430000,54,0.0,0,2,https://salt.tikicdn.com/cache/280x280/ts/product/ac/67/6c/36113967d54321e4447be5e4b61fb076.jpg,1,1882
276019055,9603800869427,Nồi cơm điện lòng sứ dưỡng sinh 1.2L Mishio MK381 - Hàng chính hãng,noi-com-dien-long-su-duong-sinh-1-2l-mishio-mk381-hang-chinh-hang-p276019055,Mishio,1890000,2590000,700000,27,5.0,1,3,https://salt.tikicdn.com/cache/280x280/ts/product/37/e3/c8/7ade74d06579a7dd29320f41c81b73c4.jpg,160749,1882
275732753,8535470991608,Máy hút bụi cầm tay Xiaomi Vacuum Cleaner G20 Lite - Hàng Chính Hãng,may-hut-bui-cam-tay-xiaomi-vacuum-cleaner-g20-lite-hang-chinh-hang-p275732753,Xiaomi,2290000,2290000,0,0,0.0,0,1,https://salt.tikicdn.com/cache/280x280/ts/product/28/2a/cd/d88025440472828fd8d36dbd2ab6a5e3.jpg,34716,1882
275237456,8091527027992,Nồi Chiên Không Dầu Kèm Hấp 2GOOD S100 (20 Lít)- Hàng Chính Hãng,noi-chien-khong-dau-kem-hap-2good-s100-20-lit-hang-chinh-hang-p275237456,2Good,5190000,5190000,0,0,0.0,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/af/4e/3c/a52d40793c406da59b76266dfb3a59aa.jpeg,308020,1882
275021790,3377572284970,"Quạt điều hòa Nineshield KB-588A 45L + tặng 2 đá khô có bánh xe, Motor đồng bền bỉ, êm ái, tiết kiệm điện, dễ dàng vệ sinh, hàng nhập khẩu",quat-dieu-hoa-hoi-nuoc-45-lit-lulusy-45a-tang-2-da-kho-co-banh-xe-motor-dong-ben-bi-em-ai-tiet-kiem-dien-de-dang-ve-sinh-hang-nhap-khau-p275021790,Robot,1499000,1499000,0,0,5.0,2,4,https://salt.tikicdn.com/cache/280x280/ts/product/31/47/0d/c86ef7252cc53caecbc60e05b3788e4a.jpg,188506,1882
274401713,9232832795731,Máy pha cà phê hàng chính hãng Beko CEP5152B,may-pha-ca-phe-ban-tu-dong-beko-cep5152b-p274401713,Beko,2690000,2690000,0,0,0.0,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/43/40/0d/39fbc9cba7b79090a8c5e295f446bd99.jpg,202074,1882
273850613,4521870272131,Bình pha cà phê kiểu Ý- Ấm pha cà phê chất liệu nhôm cao cấp -Hàng chính hãng Henrysa,binh-pha-ca-phe-kieu-y-am-pha-ca-phe-chat-lieu-nhom-cao-cap-henrysa-p273850613,HENRYSA Bạn của mọi nhà,154000,210000,56000,27,5.0,2,4,https://salt.tikicdn.com/cache/280x280/ts/product/d7/85/f7/b786b9e1a047955d2c9c30580cdd4259.png,132026,1882
270161132,4546522941871,Máy Làm Sữa Chua Bear SB-SC10C (8 Thố Sứ) - Bản Quốc Tế - Hàng chính hãng,may-lam-sua-chua-bear-sb-sc10c-8-tho-su-ban-quoc-te-hang-chinh-hang-p270161132,Bear,830000,830000,0,0,0.0,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/6b/5a/19/a00749417aba79a0e0ec3a6b497456a2.jpg,20256,1882
